Rayon;Libellé produit;Marque;Code Produit;Température;Conditionnement;Unité de commande;Prix;Prix à l'unité de mesure;Prix à la portion;DLC garantie au client
Épicerie;Confiture 4 fruits rouges;BONNE MAMAN;177261;Ambiant;Bocal de 370 g. Colis de 6 bocaux. ;colis; 17,61 EUR;  7,93 EUR / kg;  2,94 EUR / bocal;30 jour(s)
Fruits et Légumes;Avocat Hass mur à point. catégorie 1;STKFL;180019;Frais;Pièce de 181 g. Colis de 22 pièces. ;colis; 21,67 EUR;  5,44 EUR / kg;  0,99 EUR / pièce;
Crèmerie Œufs Fromages;Beurre doux micropain;PRESIDENT;180315;Frais;Portion de 8 g. Boite de 125 portions. ;boite; 13,95 EUR; 13,95 EUR / kg;  0,11 EUR / Portion;7 jour(s)
Épicerie;Plaque de pain de mie. dim. 30 x 40 cm;BONCOLAC;184366;Surgele;Lot de 1.25 kg. Colis de 4 lots. Lot de 5 portions. ;colis; 60,25 EUR; 12,05 EUR / kg; 15,06 EUR / lot;30 jour(s)
Desserts Glaces;Gâteau basque pur beurre. diam. de 27 cm;BONCOLAC;184408;Surgele;Par pièce de 1 kg. Colis de 6 pièces. ;pièce;  7,37 EUR;  7,37 EUR / kg; 44,23 EUR / colis;30 jour(s)
Viandes Volailles Gibier;Steak haché grand cru pur. boeuf 15 % m.g.. vbf 100% muscle;CHARAL;184937;Surgele;Portion de 150 g. Colis de 40 portions. ;colis; 83,82 EUR; 13,97 EUR / kg;  2,10 EUR / Portion;30 jour(s)
Charcuterie Traiteur;Saucisse supérieure fumée. cuite au bois d'hetre;CHARLES KELLER;186809;Frais;Portion de 60 g. Paquet de 20 portions. ;paquet; 10,92 EUR;  9,10 EUR / kg;  0,55 EUR / Portion;7 jour(s)
Épicerie;Confiture de figues violettes;BONNE MAMAN;188953;Ambiant;Par bocal de 370 g. Colis de 6 bocaux. ;bocal;  2,33 EUR;  6,30 EUR / kg; 13,99 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Sauce soja Kikkoman salé;KIKKOMAN;192653;Ambiant;Par bouteille de 1 litre. Colis de 6 bouteilles. ;bouteille; 11,29 EUR; 11,29 EUR / L; 67,72 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Vinaigre de cidre;BORGES;193429;Ambiant;Par bouteille de 1 litre. Colis de 15 bouteilles. ;bouteille;  3,96 EUR;  3,96 EUR / L; 59,34 EUR / colis;30 jour(s)
Fruits et Légumes;Melon vert 1200/1800. catégorie 1;STKFL;196127;Frais;Pièce de 1.2 kg. Colis de 6 pièces. ;colis; 12,07 EUR;  1,68 EUR / kg;  2,01 EUR / pièce;
Crèmerie Œufs Fromages;Chèvre long. 20 % m.g.;MELUSINE;196489;Frais;Par pièce de 180 g. Colis de 18 pièces. ;pièce;  2,10 EUR; 11,64 EUR / kg; 37,73 EUR / colis;7 jour(s)
Crèmerie Œufs Fromages;Beurre doux;PRESIDENT PROFESSIONNEL;196574;Frais;Par plaque de 500 g. Colis de 20 plaques. ;plaque;  5,21 EUR; 10,43 EUR / kg;104,26 EUR / colis;7 jour(s)
Crèmerie Œufs Fromages;Beurre demi sel;PRESIDENT PROFESSIONNEL;196575;Frais;Par plaque de 500 g. Colis de 20 plaques. ;plaque;  5,30 EUR; 10,60 EUR / kg;106,00 EUR / colis;7 jour(s)
Épicerie;Confiture d'abricot 35 %;VALADE EN CORREZE;200401;Ambiant;Par bocal de 1 kg. Colis de 6 bocaux. ;bocal;  4,45 EUR;  4,45 EUR / kg; 26,72 EUR / colis;30 jour(s)
Poissons Coquillages Crustacés;Longe d'espadon décongelée;;200547;Frais;Par colis de 3 kg. ;colis; 51,35 EUR; 17,12 EUR / kg;;3 jour(s)
Crèmerie Œufs Fromages;Yaourts aux fruits 5%. pot de 125 g;NOVA;200595;Frais;Lot de 500 g. Colis de 12 lots. Lot de 4 portions. ;colis; 13,14 EUR;  2,19 EUR / kg;  1,10 EUR / lot;7 jour(s)
Pains Viennoiserie Pâtes;Baguette essentielle. précuite sur sole;BRIDOR;200668;Surgele;Portion de 280 g. Colis de 25 portions. ;colis; 17,15 EUR;  2,45 EUR / kg;  0,69 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Pain carre nature. Précuit sur sole;BRIDOR;200669;Surgele;Portion de 40 g. Colis de 200 portions. ;colis; 18,94 EUR;  2,37 EUR / kg;  0,09 EUR / Portion;30 jour(s)
Épicerie;Segments de pamplemousse au. sirop. boite a10;ST MAMET;200716;Ambiant;Par boite de 1.6 kg. Colis de 6 boites. ;boite;  9,00 EUR;  5,63 EUR / kg; 54,00 EUR / colis;30 jour(s)
Crèmerie Œufs Fromages;Creme dessert caramel danette;DANETTE;200951;Frais;Lot de 500 g. Colis de 8 lots. Lot de 4 portions. ;colis; 21,32 EUR;  5,33 EUR / kg;  2,67 EUR / lot;7 jour(s)
Crèmerie Œufs Fromages;Crème dessert vanille danette;DANETTE;200978;Frais;Portion de 125 g. Lot de 4 portions. ;lot;  2,66 EUR;  5,32 EUR / kg;  0,66 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;Crème dessert chocolat danette;DANETTE;201000;Frais;Lot de 500 g. Colis de 8 lots. Lot de 4 portions. ;colis; 21,53 EUR;  5,38 EUR / kg;  2,69 EUR / lot;7 jour(s)
Crèmerie Œufs Fromages;Fromage blanc de campagne. 40% m.g.;ALSACE LAIT;201056;Frais;Par seau de 5 kg. ;seau; 13,60 EUR;  2,72 EUR / kg;;7 jour(s)
Pains Viennoiserie Pâtes;Pain chocolat bio. pret à cuire;BRIDOR;202008;Surgele;Portion de 75 g. Colis de 70 portions. ;colis; 51,94 EUR;  9,89 EUR / kg;  0,74 EUR / Portion;30 jour(s)
Boissons;Jus multifruits;GRANINI;202171;Ambiant;Par bag in box de 10 litre. ;bag in box; 29,42 EUR;  2,94 EUR / L;;30 jour(s)
Épicerie;Confiture de framboise;BONNE MAMAN;202321;Ambiant;Par bocal de 370 g. Colis de 6 bocaux. ;bocal;  3,88 EUR; 10,49 EUR / kg; 23,29 EUR / colis;30 jour(s)
Crèmerie Œufs Fromages;Yaourt muesli bifidus activia. amande quinoa chia;ACTIVIA;204108;Frais;Pot de 170 g. Colis de 6 pots. ;colis;  8,50 EUR;  8,34 EUR / kg;  1,42 EUR / pot;7 jour(s)
Crèmerie Œufs Fromages;Yaourt muesli bifidus activia. framboise et graines de chia;ACTIVIA;204109;Frais;Pot de 170 g. Colis de 6 pots. ;colis;  8,50 EUR;  8,34 EUR / kg;  1,42 EUR / pot;7 jour(s)
Crèmerie Œufs Fromages;Sojasun nature;SOJASUN;204283;Frais;Plaque de 400 g. Colis de 6 plaques. Plaque de 4 portions. ;colis; 12,29 EUR;  5,12 EUR / kg;  2,05 EUR / plaque;7 jour(s)
Charcuterie Traiteur;Rosette tranchée. label rouge. 50 tranches;BELL;204344;Frais;Portion de 5 g. Barquette de 50 portions. ;barquette;  4,15 EUR; 16,61 EUR / kg;  0,08 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;Pont l'éveque aop 22% m.g.;DOMAINE D'ANTIGNAC;204513;Frais;Par pièce de 360 g. Colis de 12 pièces. ;pièce;  4,93 EUR; 13,68 EUR / kg; 59,11 EUR / colis;7 jour(s)
Viandes Volailles Gibier;Sauté d'agneau épaule/gigot. self- frais ou décongelé;PRIMBEEF;204591;Frais;Portion de 60.606 g. Colis de 33 portions. ;colis; 38,50 EUR; 19,25 EUR / kg;  1,17 EUR / Portion;7 jour(s)
Charcuterie Traiteur;Foie gras de canard mi-cuit. igp du sud ouest;PIERRE FOSSAT;204778;Frais;Par barquette de 500 g. Colis de 10 barquettes. ;barquette; 34,00 EUR; 68,00 EUR / kg;340,00 EUR / colis;7 jour(s)
Accompagnements Assaisonnement;Huile d'arachide;MAUREL;204809;Ambiant;Par bidon de 25 litre. ;bidon; 75,40 EUR;  3,02 EUR / L;;30 jour(s)
Boissons;Jus d'orange pressée;ANDROS;204890;Frais;Bouteille de 261 ml. Colis de 6 bouteilles. ;colis;  8,46 EUR;  5,40 EUR / L;  1,41 EUR / bouteille;7 jour(s)
Pains Viennoiserie Pâtes;Baguette de campagne;BRIDOR;204918;Surgele;Portion de 280 g. Colis de 25 portions. ;colis; 16,58 EUR;  2,37 EUR / kg;  0,66 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;boule rustique précuit sur. sole;BRIDOR;204924;Surgele;Portion de 55 g. Colis de 70 portions. ;colis; 20,31 EUR;  5,28 EUR / kg;  0,29 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Baguettine sandwich nature;BRIDOR;204926;Surgele;Portion de 140 g. Colis de 50 portions. ;colis; 19,17 EUR;  2,74 EUR / kg;  0,38 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Baguette multigrains;BRIDOR;204927;Surgele;Portion de 280 g. Colis de 25 portions. ;colis; 20,01 EUR;  2,86 EUR / kg;  0,80 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Pain rectangle nature precuit. sur sole;BRIDOR;204940;Surgele;Portion de 55 g. Colis de 140 portions. ;colis; 18,78 EUR;  2,44 EUR / kg;  0,13 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Croissant beurre fin. pret à cuire;ECLAT DU TERROIR;204948;Surgele;Portion de 30 g. Colis de 195 portions. ;colis; 43,42 EUR;  7,42 EUR / kg;  0,22 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;mini pain chocolat beurre fin. pret à cuire;ECLAT DU TERROIR;204949;Surgele;Portion de 35 g. Colis de 210 portions. ;colis; 59,75 EUR;  8,13 EUR / kg;  0,28 EUR / Portion;30 jour(s)
Crèmerie Œufs Fromages;St moret 45% m.g. calcium et. vitamine D réduit en sel -25%;ST MORET;205130;Frais;Portion de 20 g. Plaque de 12 portions. ;plaque;  3,27 EUR; 13,62 EUR / kg;  0,27 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;Yaourt nature au lait entier. seau de 5 kg;PETIT BRETON;205141;Frais;Par seau de 5 kg. ;seau; 17,08 EUR;  3,42 EUR / kg;;7 jour(s)
Crèmerie Œufs Fromages;Brie 33% m.g.;MAUBERT;205230;Frais;Par pièce de 1 kg. Colis de 2 pièces. ;pièce;  8,89 EUR;  8,89 EUR / kg; 17,77 EUR / colis;7 jour(s)
Épicerie;Pruneaux séchés dénoyautés. calibre 60/70;LA PULPE;205590;Ambiant;Par sachet de 1 kg. Colis de 10 sachets. ;sachet;  6,69 EUR;  6,69 EUR / kg; 66,92 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;huile d'olive vierge extra;OLIVELLA;206354;Ambiant;Par bidon de 5 litre. Colis de 3 bidons. ;bidon; 36,96 EUR;  7,39 EUR / L;110,89 EUR / colis;30 jour(s)
Poissons Coquillages Crustacés;Filet omble chevalier avec. peau;;206702;Frais;Portion de 170 g. Barquette de 10 portions. ;barquette; 59,23 EUR; 34,84 EUR / kg;  5,92 EUR / Portion;3 jour(s)
Épicerie;chips nature. au sel de guérande;BRET'S;206934;Ambiant;Sachet de 30 g. Colis de 100 sachets. ;colis; 32,10 EUR; 10,70 EUR / kg;  0,32 EUR / sachet;30 jour(s)
Accompagnements Assaisonnement;vinaigre balsamique blanc;BORGES;206975;Ambiant;Par bouteille de 2 litre. Colis de 6 bouteilles. ;bouteille; 12,13 EUR;  6,07 EUR / L; 72,80 EUR / colis;30 jour(s)
Crèmerie Œufs Fromages;Lait d'amande bio;THE BRIDGE;207098;Ambiant;Bouteille de 1 litre. Colis de 6 bouteilles. ;colis; 33,22 EUR;  5,54 EUR / L;  5,54 EUR / bouteille;30 jour(s)
Poissons Coquillages Crustacés;coques;;207513;Frais;Par barquette de 1 kg. ;barquette; 11,21 EUR; 11,21 EUR / kg;;
Boissons;Coca cola;COCA COLA;208024;Ambiant;Bouteille de 1.25 litre. Colis de 6 bouteilles. ;colis; 15,50 EUR;  2,07 EUR / L;  2,58 EUR / bouteille;30 jour(s)
Crèmerie Œufs Fromages;Saint nectaire aop laitier. 27% m.g.;LA VIE DE CHATEAU;208328;Frais;Portion de 30 g. Barquette de 24 portions. ;barquette; 10,28 EUR; 14,28 EUR / kg;  0,43 EUR / Portion;7 jour(s)
Pâtisserie Biscuiterie Confiserie;Petit beurre x2 bio;KER CADELAC;208457;Ambiant;Etui de 20 g. Colis de 180 etuis. ;colis; 63,36 EUR; 17,60 EUR / kg;  0,35 EUR / etui;30 jour(s)
Viandes Volailles Gibier;Filet de boeuf semi-paré;BEAUVALLET NEGOCE;208527;Frais;Par pièce de 2.4 kg. ;pièce; 71,70 EUR; 29,88 EUR / kg;;7 jour(s)
Poissons Coquillages Crustacés;Filet de rouget barbet de. Thailande /Vietnam avec peau. sans arete;;208549;Surgele;Par sachet de 1 kg. Colis de 5 sachets. ;sachet; 17,36 EUR; 17,36 EUR / kg; 86,81 EUR / colis;30 jour(s)
Crèmerie Œufs Fromages;Camembert au lait pasteurisé. 21 % m.g;AMBASSADOR;208709;Frais;Par pièce de 240 g. Colis de 12 pièces. ;pièce;  2,78 EUR; 11,57 EUR / kg; 33,32 EUR / colis;7 jour(s)
Boissons;Pur jus pasteurisé orange bib. bag in box de 3 l;ANDROS;208744;Frais;Bag in box de 3 litre. Colis de 3 bags in box. ;colis; 40,38 EUR;  4,49 EUR / L; 13,46 EUR / bag in box;7 jour(s)
Boissons;Jus multifruits bib;ANDROS;208983;Frais;Par bag in box de 10 litre. ;bag in box; 35,80 EUR;  3,58 EUR / L;;7 jour(s)
Pâtisserie Biscuiterie Confiserie;Madeleine pépites chocolat bio;ST MICHEL;209031;Ambiant;Portion de 25 g. Colis de 100 portions. ;colis; 34,13 EUR; 13,65 EUR / kg;  0,34 EUR / Portion;30 jour(s)
Boissons;Ice tea peche. slim;LIPTON;209040;Ambiant;Boite de 330 ml. Colis de 24 boites. ;colis; 19,56 EUR;  2,47 EUR / L;  0,82 EUR / boite;30 jour(s)
Accompagnements Assaisonnement;Fumet de poisson déshydraté. jusqu'à 50 l;KNORR;209045;Ambiant;Par boite de 750 g. Colis de 6 boites. ;boite; 18,38 EUR; 24,51 EUR / kg;110,29 EUR / colis;30 jour(s)
Charcuterie Traiteur;Chipolata précuite. pièce de 50 g;;209063;Frais;Sachet de 1 kg. Colis de 8 sachets. Sachet de 20 portions. ;colis; 64,27 EUR;  8,03 EUR / kg;  8,03 EUR / sachet;7 jour(s)
Boissons;Jus orange Tropicana. sans pulpe;TROPICANA;209090;Ambiant;Par bag in box de 10 litre. ;bag in box; 39,09 EUR;  3,91 EUR / L;;30 jour(s)
Poissons Coquillages Crustacés;Filet de saumon ecossais label. rouge;;209265;Frais;Par pièce de 1.75 kg. ;pièce; 34,99 EUR; 20,00 EUR / kg;;2 jour(s)
Charcuterie Traiteur;Corail d'oursin pasteurisé;;209269;Frais;Par pot de 50 g. Colis de 6 pots. ;pot; 18,31 EUR;366,12 EUR / kg;109,84 EUR / colis;7 jour(s)
Crèmerie Œufs Fromages;Oeuf frais gros plein air;SERVIS OEUF;209999;Frais;Portion de 63 g. Colis de 180 portions. ;colis; 51,74 EUR;  4,56 EUR / kg;  0,29 EUR / Portion;7 jour(s)
Équipement Hygiène;Sac de congélation. 20 microns, 3 litres;;210426;Ambiant;Rouleau de 75 portions. ;rouleau;  2,16 EUR;;  0,03 EUR / Portion;
Boissons;Jus de pomme;ANDROS;210944;Frais;Par bag in box de 10 litre. ;bag in box; 32,56 EUR;  3,26 EUR / L;;7 jour(s)
Crèmerie Œufs Fromages;Lait concentré non sucré 4%;GLORIA;211319;Ambiant;Portion de 7.5 g. Colis de 240 portions. ;colis; 14,71 EUR;  8,17 EUR / kg;  0,06 EUR / Portion;30 jour(s)
Boissons;Coca cola 50cl;COCA COLA;211377;Ambiant;Bouteille de 500 ml. Colis de 24 bouteilles. ;colis; 35,86 EUR;  2,99 EUR / L;  1,49 EUR / bouteille;30 jour(s)
Boissons;Coca cola slim;COCA COLA;211383;Ambiant;Boite de 330 ml. Colis de 24 boites. ;colis; 24,67 EUR;  3,12 EUR / L;  1,03 EUR / boite;30 jour(s)
Boissons;Coca cola sans sucres;COCA COLA;211388;Ambiant;Bouteille de 500 ml. Colis de 12 bouteilles. ;colis; 14,99 EUR;  2,50 EUR / L;  1,25 EUR / bouteille;30 jour(s)
Boissons;Coca cola sans sucre slim;COCA COLA;211389;Ambiant;Boite de 330 ml. Colis de 24 boites. ;colis; 21,55 EUR;  2,72 EUR / L;  0,90 EUR / boite;30 jour(s)
Accompagnements Assaisonnement;Fond brun lie pour 30 litres;KNORR;211746;Ambiant;Par boite de 750 g. Colis de 6 boites. ;boite; 13,28 EUR; 17,70 EUR / kg; 79,67 EUR / colis;30 jour(s)
Viandes Volailles Gibier;Filet de poulet halal;;212173;Frais;Par barquette de 2.5 kg. Colis de 4 barquettes. ;barquette; 21,10 EUR;  8,44 EUR / kg; 84,40 EUR / colis;3 jour(s)
Boissons;Pur jus d orange bib. bag in box de 10 l;ANDROS;212779;Frais;Par bag in box de 10 litre. ;bag in box; 35,00 EUR;  3,50 EUR / L;;7 jour(s)
Charcuterie Traiteur;Velouté de tomate/basilic;LA POTAGERE;213087;Ambiant;Par brick de 1 litre. Colis de 6 bricks. ;brick;  1,59 EUR;  1,59 EUR / L;  9,51 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Risotto exquisotto. 15 min;BEN'S ORIGINAL;213158;Ambiant;Par sac de 2.5 kg. Colis de 3 sacs. ;sac; 14,11 EUR;  5,65 EUR / kg; 42,34 EUR / colis;30 jour(s)
Boissons;Jus multifruits;ANDROS;213174;Frais;Bag in box de 3 litre. Colis de 3 bags in box. ;colis; 42,59 EUR;  4,73 EUR / L; 14,20 EUR / bag in box;7 jour(s)
Charcuterie Traiteur;Salade de pâtes au poulet. sauce caesar;LA BELLE HENRIETTE;213466;Frais;Par barquette de 1.5 kg. Colis de 2 barquettes. ;barquette; 12,53 EUR;  8,36 EUR / kg; 25,07 EUR / colis;7 jour(s)
Épicerie;Thé vert sencha bio;BARONNY'S;213565;Ambiant;Portion de 1.8 g. Boite de 20 portions. ;boite;  2,62 EUR; 72,83 EUR / kg;  0,13 EUR / Portion;30 jour(s)
Épicerie;Thé noir darjeeling bio;BARONNY'S;213566;Ambiant;Portion de 2 g. Boite de 20 portions. ;boite;  2,95 EUR; 73,68 EUR / kg;  0,15 EUR / Portion;30 jour(s)
Épicerie;Tisane détente bio;BARONNY'S;213569;Ambiant;Portion de 1.5 g. Boite de 20 portions. ;boite;  3,62 EUR;120,80 EUR / kg;  0,18 EUR / Portion;30 jour(s)
Épicerie;Thé vert à la menthe bio;BARONNY'S;213581;Ambiant;Portion de 1.5 g. Boite de 20 portions. ;boite;  2,72 EUR; 90,70 EUR / kg;  0,14 EUR / Portion;30 jour(s)
Accompagnements Assaisonnement;Tabasco rouge;TABASCO;213614;Ambiant;Par bouteille de 60 g. Colis de 12 bouteilles. ;bouteille;  3,60 EUR; 60,07 EUR / kg; 43,25 EUR / colis;30 jour(s)
Fruits et Légumes;Betterave rouge entiére;BTG;213876;Frais;Par sachet de 500 g. Colis de 12 sachets. ;sachet;  0,89 EUR;  1,77 EUR / kg; 10,63 EUR / colis;10 jour(s)
Crèmerie Œufs Fromages;Mini babybel rouge;BEL;214110;Frais;Portion de 20 g. Coffret de 96 portions. ;coffret; 39,38 EUR; 20,51 EUR / kg;  0,41 EUR / Portion;7 jour(s)
Équipement Hygiène;Agitateur bois 110mm;;214706;Ambiant;Boite de 1000 portions. ;boite;  1,90 EUR;;  0,00 EUR / Portion;
Accompagnements Assaisonnement;Lait de coco;THAI KITCHEN;215350;Ambiant;Par brick de 1 litre. Colis de 6 bricks. ;brick;  4,76 EUR;  4,76 EUR / L; 28,55 EUR / colis;30 jour(s)
Pains Viennoiserie Pâtes;Pain de campagne. bio;BRIDOR;215388;Surgele;Portion de 400 g. Colis de 15 portions. ;colis; 22,34 EUR;  3,72 EUR / kg;  1,49 EUR / Portion;30 jour(s)
Desserts Glaces;Crêpe de froment nature. non sucrée. diamètre 27 cm;LE MONDE DES CREPES;215667;Surgele;Portion de 40 g. Colis de 50 portions. ;colis; 17,88 EUR;  8,94 EUR / kg;  0,36 EUR / Portion;30 jour(s)
Desserts Glaces;Pancake 10 cm. pièce de 30 g;LE MONDE DES CREPES;215689;Surgele;Portion de 30 g. Colis de 80 portions. ;colis; 18,66 EUR;  7,78 EUR / kg;  0,23 EUR / Portion;30 jour(s)
Charcuterie Traiteur;Artichauts grillés aux saveurs. du sud;SUD & SOL;215744;Frais;Par barquette de 1 kg. Colis de 4 barquettes. ;barquette; 13,43 EUR; 13,43 EUR / kg; 53,73 EUR / colis;10 jour(s)
Desserts Glaces;Tarte normande aux pommes. pur beurre - entière;SYMPHONIE PASQUIER;215850;Surgele;Par pièce de 900 g. Colis de 4 pièces. ;pièce;  5,98 EUR;  6,65 EUR / kg; 23,93 EUR / colis;30 jour(s)
Pâtisserie Biscuiterie Confiserie;Couverture extra bitter 64%. Guayaquil pureté;CACAO BARRY;215851;Ambiant;Par sac de 5 kg. Colis de 4 sacs. ;sac;109,30 EUR; 21,86 EUR / kg;437,19 EUR / colis;30 jour(s)
Pâtisserie Biscuiterie Confiserie;Gélatine 200 bloom. 250 feuilles;EXCELLENCE;216577;Ambiant;Portion de 2 g. Boite de 250 portions. ;boite; 17,23 EUR; 34,46 EUR / kg;  0,07 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Graines de chia;OLYMPFRUITS;216612;Ambiant;Par sachet de 500 g. Colis de 20 sachets. ;sachet;  5,90 EUR; 11,80 EUR / kg;118,00 EUR / colis;30 jour(s)
Charcuterie Traiteur;Velouté aux 7 légumes;LA POTAGERE;216823;Ambiant;Par brick de 1 litre. Colis de 6 bricks. ;brick;  1,61 EUR;  1,61 EUR / L;  9,65 EUR / colis;30 jour(s)
Crèmerie Œufs Fromages;Camembert au lait cru. 22 % m.g.;FLEURS DE POMMIER;217050;Frais;Par pièce de 250 g. Colis de 30 pièces. ;pièce;  3,00 EUR; 11,98 EUR / kg; 89,88 EUR / colis;7 jour(s)
Pâtisserie Biscuiterie Confiserie;Madeleine pur beurre aux oeufs;ATELIER ST MICHEL;217403;Surgele;Portion de 45 g. Colis de 70 portions. ;colis; 32,38 EUR; 10,28 EUR / kg;  0,46 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Pain aux graines sans gluten. emballage individuel;BRIDOR;217424;Surgele;Portion de 45 g. Colis de 50 portions. ;colis; 37,92 EUR; 16,85 EUR / kg;  0,76 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Pain sans gluten. emballage individuel;BRIDOR;217425;Surgele;Portion de 45 g. Colis de 50 portions. ;colis; 36,62 EUR; 16,28 EUR / kg;  0,73 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Briochette sans gluten. emballage individuel;BRIDOR;217426;Surgele;Portion de 50 g. Colis de 50 portions. ;colis; 51,27 EUR; 20,51 EUR / kg;  1,03 EUR / Portion;30 jour(s)
Pâtisserie Biscuiterie Confiserie;Madeleine sans gluten. emballage individuel;BRIDOR;217427;Surgele;Portion de 30 g. Colis de 50 portions. ;colis; 47,98 EUR; 31,98 EUR / kg;  0,96 EUR / Portion;30 jour(s)
Charcuterie Traiteur;Carotte râpée assaisonée;LA BELLE HENRIETTE;217574;Frais;Par barquette de 2.5 kg. Colis de 2 barquettes. ;barquette;  9,20 EUR;  3,68 EUR / kg; 18,40 EUR / colis;7 jour(s)
Charcuterie Traiteur;Céleri remoulade;LA BELLE HENRIETTE;217575;Frais;Par barquette de 2.5 kg. Colis de 2 barquettes. ;barquette; 11,25 EUR;  4,50 EUR / kg; 22,49 EUR / colis;7 jour(s)
Charcuterie Traiteur;Champignon à la grecque;LA BELLE HENRIETTE;217576;Frais;Par barquette de 2.5 kg. Colis de 2 barquettes. ;barquette; 18,46 EUR;  7,38 EUR / kg; 36,91 EUR / colis;7 jour(s)
Charcuterie Traiteur;Taboulé oriental;LA BELLE HENRIETTE;217582;Frais;Par barquette de 2.5 kg. Colis de 2 barquettes. ;barquette;  9,39 EUR;  3,76 EUR / kg; 18,78 EUR / colis;7 jour(s)
Pains Viennoiserie Pâtes;Pain de mie sans gluten;GERBLE;217661;Ambiant;Paquet de 350 g. Colis de 6 paquets. ;colis; 23,34 EUR; 11,11 EUR / kg;  3,89 EUR / paquet;30 jour(s)
Crèmerie Œufs Fromages;Crème tenue et foisonnement. UHT 35% m.g.;DEBIC;217730;Frais;Bouteille de 996 ml. Colis de 6 bouteilles. ;colis; 39,23 EUR;  6,56 EUR / L;  6,54 EUR / bouteille;7 jour(s)
Poissons Coquillages Crustacés;Filet de maquereau;;218201;Frais;Portion de 100 g. Colis de 30 portions. ;colis; 37,80 EUR; 12,60 EUR / kg;  1,26 EUR / Portion;
Charcuterie Traiteur;Poivrons grillés marinés. les cuisinés;SUD & SOL;218991;Frais;Par barquette de 1 kg. Colis de 4 barquettes. ;barquette; 11,29 EUR; 11,29 EUR / kg; 45,15 EUR / colis;7 jour(s)
Charcuterie Traiteur;Mini panés végètarien;BOUCHER VEGETARIEN;219659;Surgele;Par colis de 1.75 kg. ;colis; 24,56 EUR; 14,03 EUR / kg;;30 jour(s)
Viandes Volailles Gibier;Echine de porc désossée;;219785;Surgele;Pièce de 2.2 kg. Colis de 4 pièces. ;colis; 61,46 EUR;  6,98 EUR / kg; 15,37 EUR / pièce;30 jour(s)
Épicerie;Café moulu intermezzo. 100% robusta;SEGAFREDO ZANETTI;220194;Ambiant;Par paquet de 1 kg. Colis de 6 paquets. ;paquet; 19,45 EUR; 19,45 EUR / kg;116,68 EUR / colis;30 jour(s)
Pâtisserie Biscuiterie Confiserie;Madeleine aux pépites. de  chocolat;ST MICHEL;221066;Ambiant;Portion de 25 g. Colis de 100 portions. ;colis; 25,31 EUR; 10,13 EUR / kg;  0,25 EUR / Portion;30 jour(s)
Desserts Glaces;Brownie au chocolat et. noix de pécan éco;CSM;221081;Surgele;Portion de 78.333 g. Plaque de 30 portions. ;plaque; 20,59 EUR;  8,76 EUR / kg;  0,69 EUR / Portion;30 jour(s)
Charcuterie Traiteur;Jambon supérieure découenné. dégraissé vpf;;221153;Frais;Portion de 50 g. Barquette de 20 portions. ;barquette; 10,52 EUR; 10,52 EUR / kg;  0,53 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;Camembert de Normandie. au lait cru, 20% m.g. aop;SELECTION MQH POUR TG;221189;Frais;Par pièce de 250 g. Colis de 6 pièces. ;pièce;  4,64 EUR; 18,56 EUR / kg; 27,85 EUR / colis;7 jour(s)
Crèmerie Œufs Fromages;Pont l'éveque au lait cru aop. 25 % m.g.;SELECTION MQH POUR TG;221190;Frais;Par pièce de 400 g. Colis de 6 pièces. ;pièce;  7,61 EUR; 19,02 EUR / kg; 45,64 EUR / colis;7 jour(s)
Crèmerie Œufs Fromages;Livarot au lait cru aop. 22 % m.g.;SELECTION MQH POUR TG;221191;Frais;Par pièce de 500 g. Colis de 6 pièces. ;pièce; 10,91 EUR; 21,82 EUR / kg; 65,47 EUR / colis;7 jour(s)
